,country,country_code,year,life_expectancy,gdp,health,education,military,research,net_aid
2410,Belize,BLZ,2006-01-01,69.28,4187.32,60.65,,1.01,,8160000.0
2411,Bermuda,BMU,2006-01-01,78.89,83912.70,,,,,
2412,Bolivia,BOL,2006-01-01,64.11,1233.59,67.79,6.31,1.57,,850040000.0
2413,Brazil,BRA,2006-01-01,72.13,5808.34,41.80,4.87,1.48,0.99,89940000.0
2414,Barbados,BRB,2006-01-01,74.19,15646.00,64.76,,,,-2290000.0
2415,Brunei Darussalam,BRN,2006-01-01,76.43,31157.69,85.99,,2.56,,
2416,Bhutan,BTN,2006-01-01,65.64,1346.09,81.44,,,,95720000.0
2417,Botswana,BWA,2006-01-01,56.87,5342.14,70.58,,2.70,,66610000.0
2418,Central African Republic,CAF,2006-01-01,45.16,353.89,48.24,1.42,,,133590000.0
2419,Canada,CAN,2006-01-01,80.29,40386.70,69.62,,1.13,1.96,
2420,Switzerland,CHE,2006-01-01,81.49,57348.93,59.12,4.98,0.78,,
2421,Channel Islands,CHI,2006-01-01,79.17,62260.23,,,,,
2422,Chile,CHL,2006-01-01,78.98,9500.84,40.73,3.02,2.41,,99240000.0
2423,China,CHN,2006-01-01,74.07,2099.23,40.65,,2.01,1.38,1272250000.0
2424,Cote d'Ivoire,CIV,2006-01-01,48.26,962.92,23.14,4.00,1.50,,247140000.0
2425,Cameroon,CMR,2006-01-01,52.15,965.37,22.97,2.96,1.43,,1716240000.0
2426,"Congo, Dem. Rep.",COD,2006-01-01,54.37,246.80,27.73,,1.43,0.06,2147483647.0
2427,"Congo, Rep.",COG,2006-01-01,54.65,2144.83,62.97,,1.64,,258300000.0
2428,Colombia,COL,2006-01-01,72.49,3709.08,74.20,3.89,3.28,0.15,989800000.0
2429,Comoros,COM,2006-01-01,60.39,640.74,54.84,,,,32000000.0
2430,Cabo Verde,CPV,2006-01-01,71.84,2316.48,77.47,6.53,0.63,,139110000.0
2431,Costa Rica,CRI,2006-01-01,78.21,5245.19,68.99,4.65,0.00,0.43,22120000.0
2432,Cuba,CUB,2006-01-01,78.21,4677.77,92.31,9.06,3.24,0.44,82210000.0
2433,Curacao,CUW,2006-01-01,74.71,,,,,,
2434,Cayman Islands,CYM,2006-01-01,,64104.75,,,,,
2435,Cyprus,CYP,2006-01-01,78.72,27169.99,42.43,6.40,1.87,0.39,
2436,Czech Republic,CZE,2006-01-01,76.52,15159.14,86.73,4.22,1.58,1.23,
2437,Germany,DEU,2006-01-01,79.13,36447.87,75.99,4.28,1.27,2.46,
2438,Djibouti,DJI,2006-01-01,58.38,974.56,66.69,8.28,6.44,,115380000.0
2439,Dominica,DMA,2006-01-01,,5522.29,68.16,,,,19660000.0
2440,Denmark,DNK,2006-01-01,78.10,52026.99,84.64,7.73,1.38,2.40,
2441,Dominican Republic,DOM,2006-01-01,71.92,3836.47,41.01,,0.72,,54410000.0
2442,Algeria,DZA,2006-01-01,72.56,3467.54,69.59,,2.64,,240680000.0
2443,Ecuador,ECU,2006-01-01,74.32,3350.78,24.31,,2.03,0.13,190680000.0
2444,"Egypt, Arab Rep.",EGY,2006-01-01,69.60,1409.18,43.66,4.00,2.74,0.26,908160000.0
2445,Eritrea,ERI,2006-01-01,59.12,281.38,44.57,2.13,,,126190000.0
2446,Spain,ESP,2006-01-01,80.82,28482.61,72.95,4.17,1.36,1.17,
2447,Estonia,EST,2006-01-01,72.69,12595.41,73.25,,1.86,1.12,
2448,Ethiopia,ETH,2006-01-01,57.32,194.08,56.63,5.49,2.27,,2034550000.0
2449,Finland,FIN,2006-01-01,79.21,41120.68,74.92,5.94,1.32,3.34,
2450,Fiji,FJI,2006-01-01,68.67,3750.03,78.53,5.61,1.74,,55800000.0
2451,France,FRA,2006-01-01,80.81,36544.51,77.62,5.44,2.34,2.05,
2452,Faroe Islands,FRO,2006-01-01,79.59,40617.30,,,,,
2453,"Micronesia, Fed. Sts.",FSM,2006-01-01,68.07,2393.94,92.54,,,,108570000.0
2454,Gabon,GAB,2006-01-01,59.89,7206.97,42.85,,1.28,,31210000.0
2455,United Kingdom,GBR,2006-01-01,79.25,44016.73,81.63,5.23,2.15,1.65,
2456,Georgia,GEO,2006-01-01,73.21,1872.68,21.11,3.00,5.22,,357190000.0
2457,Ghana,GHA,2006-01-01,59.18,929.73,65.66,5.26,0.37,,1236250000.0
2458,Gibraltar,GIB,2006-01-01,,,,,,,
2459,Guinea,GIN,2006-01-01,53.25,296.17,22.03,,,,173120000.0
2460,"Gambia, The",GMB,2006-01-01,58.25,440.31,58.75,1.21,0.43,,75200000.0
2461,Guinea-Bissau,GNB,2006-01-01,52.58,395.98,18.19,,,,88200000.0
2462,Equatorial Guinea,GNQ,2006-01-01,54.08,15620.64,68.93,,,,26210000.0
2463,Greece,GRC,2006-01-01,79.44,24801.16,62.03,,2.78,0.56,
2464,Grenada,GRD,2006-01-01,71.61,6764.72,53.53,,,,26810000.0
2465,Greenland,GRL,2006-01-01,69.52,31902.50,,,,,
2466,Guatemala,GTM,2006-01-01,69.89,2241.00,33.79,2.98,0.43,0.05,485310000.0
2467,Guam,GUM,2006-01-01,77.03,26592.35,,,,,
2468,Guyana,GUY,2006-01-01,65.68,1961.06,65.21,5.09,1.31,,174390000.0
2469,"Hong Kong SAR, China",HKG,2006-01-01,82.38,28224.22,,3.84,,0.79,
2470,Honduras,HND,2006-01-01,71.67,1547.26,45.71,,0.69,,594290000.0
2471,Croatia,HRV,2006-01-01,75.84,11363.42,86.07,,1.68,0.74,196510000.0
2472,Haiti,HTI,2006-01-01,59.57,505.47,23.78,,0.00,,581480000.0
2473,Hungary,HUN,2006-01-01,73.10,11398.77,69.77,5.34,1.23,0.99,
2474,Indonesia,IDN,2006-01-01,67.37,1590.18,31.41,,0.72,,1318460000.0
2475,Isle of Man,IMN,2006-01-01,,41232.92,,,,,
2476,India,IND,2006-01-01,64.91,816.73,26.15,3.09,2.53,0.80,1383580000.0
2477,Ireland,IRL,2006-01-01,79.24,54326.10,75.36,4.55,0.51,1.20,
2478,"Iran, Islamic Rep.",IRN,2006-01-01,72.29,3646.84,43.20,4.42,3.38,0.58,117240000.0
2479,Iraq,IRQ,2006-01-01,68.26,2350.19,63.81,,1.90,,2147483647.0
2480,Iceland,ISL,2006-01-01,81.16,56103.54,81.98,7.37,,2.92,
2481,Israel,ISR,2006-01-01,80.55,21905.02,63.72,5.74,7.41,4.13,
2482,Italy,ITA,2006-01-01,81.28,33410.75,76.47,4.54,1.72,1.09,
2483,Jamaica,JAM,2006-01-01,73.72,4423.47,54.73,,0.61,,37190000.0
2484,Jordan,JOR,2006-01-01,72.80,2722.67,55.53,,4.66,,573570000.0
2485,Japan,JPN,2006-01-01,82.32,35433.99,80.50,3.46,0.92,3.41,
2486,Kazakhstan,KAZ,2006-01-01,66.16,5291.58,61.87,2.63,0.98,0.24,177780000.0
2487,Kenya,KEN,2006-01-01,54.59,711.72,38.28,7.05,1.46,,941650000.0
2488,Kyrgyz Republic,KGZ,2006-01-01,67.70,543.11,48.66,5.55,3.17,0.23,311050000.0
2489,Cambodia,KHM,2006-01-01,63.80,537.85,27.58,,1.04,,531400000.0
2490,Kiribati,KIR,2006-01-01,64.89,1151.59,85.66,,,,25550000.0
2491,St. Kitts and Nevis,KNA,2006-01-01,,12767.90,42.80,4.11,,,5240000.0
2492,"Korea, Rep.",KOR,2006-01-01,78.97,20917.03,54.64,3.97,2.49,2.83,
2493,Kuwait,KWT,2006-01-01,73.73,42498.74,81.08,3.76,3.54,0.08,
2494,Lao PDR,LAO,2006-01-01,62.29,591.36,27.68,2.96,0.39,,365170000.0
2495,Lebanon,LBN,2006-01-01,77.25,5372.48,41.13,2.81,4.63,,819040000.0
2496,Liberia,LBR,2006-01-01,56.14,178.45,18.38,,0.65,,260900000.0
2497,Libya,LBY,2006-01-01,71.63,9304.31,65.37,,1.12,,37510000.0
2498,St. Lucia,LCA,2006-01-01,73.37,6410.20,48.88,5.54,,,18640000.0
2499,Liechtenstein,LIE,2006-01-01,80.95,113833.96,,2.05,,,
2500,Sri Lanka,LKA,2006-01-01,74.12,1448.76,48.01,,2.80,0.17,788090000.0
2501,Lesotho,LSO,2006-01-01,44.15,927.72,58.68,13.86,1.96,,71190000.0
2502,Lithuania,LTU,2006-01-01,71.06,9240.64,69.51,4.82,1.16,0.79,
2503,Luxembourg,LUX,2006-01-01,79.29,88680.26,85.13,,0.59,1.69,
2504,Latvia,LVA,2006-01-01,70.87,9667.98,64.09,4.72,1.72,0.65,
2505,"Macao SAR, China",MAC,2006-01-01,78.85,30829.27,,2.21,,0.08,
2506,St. Martin (French part),MAF,2006-01-01,78.07,,,,,,
2507,Morocco,MAR,2006-01-01,70.85,2204.26,32.76,,3.11,0.64,1101530000.0
2508,Monaco,MCO,2006-01-01,,135629.61,87.97,,,,
2509,Moldova,MDA,2006-01-01,67.90,950.65,44.41,7.50,0.48,0.41,224820000.0
2510,Madagascar,MDG,2006-01-01,61.62,292.99,55.12,3.28,0.98,0.16,784410000.0
2511,Maldives,MDV,2006-01-01,74.93,4428.52,71.06,4.96,,,38270000.0
2512,Mexico,MEX,2006-01-01,75.44,8666.34,43.90,4.75,0.42,0.37,250810000.0
2513,Marshall Islands,MHL,2006-01-01,,2758.38,86.14,,,,55110000.0
2514,"Macedonia, FYR",MKD,2006-01-01,74.21,3351.30,64.06,,1.84,0.19,200850000.0
2515,Mali,MLI,2006-01-01,53.45,518.39,48.27,,1.39,,869200000.0
2516,Malta,MLT,2006-01-01,79.44,16671.57,67.69,,0.66,0.62,
2517,Myanmar,MMR,2006-01-01,63.82,288.00,14.43,,,,145710000.0
2518,Montenegro,MNE,2006-01-01,73.79,4383.60,70.06,,2.31,1.24,95590000.0
2519,Mongolia,MNG,2006-01-01,65.61,1334.41,51.26,,1.15,0.19,205750000.0
2520,Northern Mariana Islands,MNP,2006-01-01,,15907.45,,,,,
2521,Mozambique,MOZ,2006-01-01,51.12,382.38,60.67,4.27,0.69,0.46,1641940000.0
2522,Mauritania,MRT,2006-01-01,60.88,937.98,45.13,2.52,2.69,,216320000.0
2523,Mauritius,MUS,2006-01-01,72.43,5695.97,46.76,3.82,0.15,,19130000.0
2524,Malawi,MWI,2006-01-01,49.82,304.90,68.89,,0.78,,722870000.0
2525,Malaysia,MYS,2006-01-01,73.71,6194.67,55.05,4.49,2.01,0.61,241360000.0
2526,Namibia,NAM,2006-01-01,57.32,3884.65,43.46,6.04,2.50,,149330000.0
2527,New Caledonia,NCL,2006-01-01,76.46,,,,,,
2528,Niger,NER,2006-01-01,54.65,260.56,42.94,3.33,,,541940000.0
2529,Nigeria,NGA,2006-01-01,49.24,1014.73,32.94,,0.53,,2147483647.0
2530,Nicaragua,NIC,2006-01-01,72.21,1245.14,54.85,,0.55,,739930000.0
2531,Netherlands,NLD,2006-01-01,79.70,44453.97,85.22,5.09,1.41,1.76,
2532,Norway,NOR,2006-01-01,80.34,74114.70,83.78,6.39,1.45,1.46,
2533,Nepal,NPL,2006-01-01,66.04,350.61,35.90,3.61,1.75,,527670000.0
2534,Nauru,NRU,2006-01-01,,,92.82,,,,17520000.0
2535,New Zealand,NZL,2006-01-01,80.05,26670.86,80.07,5.95,1.31,,
2536,Oman,OMN,2006-01-01,74.77,14575.16,80.69,3.86,10.83,,54070000.0
2537,Pakistan,PAK,2006-01-01,64.10,876.95,23.19,2.63,3.65,,2147483647.0
2538,Panama,PAN,2006-01-01,76.14,5369.58,67.47,,0.00,0.25,32680000.0
2539,Peru,PER,2006-01-01,72.74,3171.50,53.54,2.68,1.37,,459680000.0
2540,Philippines,PHL,2006-01-01,67.37,1395.21,36.75,2.53,1.32,,570000000.0
2541,Palau,PLW,2006-01-01,,9729.16,72.78,,,,37390000.0
2542,Papua New Guinea,PNG,2006-01-01,61.00,886.42,85.47,,0.57,,279930000.0
2543,Poland,POL,2006-01-01,75.14,9040.77,69.90,5.23,1.92,0.55,
2544,Puerto Rico,PRI,2006-01-01,78.42,22935.94,,,,,
2545,"Korea, Dem. People's Rep.",PRK,2006-01-01,68.29,,,,,,55180000.0
2546,Portugal,PRT,2006-01-01,78.42,19821.44,68.06,4.91,1.95,0.95,
2547,Paraguay,PRY,2006-01-01,71.49,1809.71,40.61,,1.05,,56080000.0
2548,West Bank and Gaza,PSE,2006-01-01,71.61,1441.46,,,,,1360250000.0
2549,French Polynesia,PYF,2006-01-01,74.57,,,,,,
2550,Qatar,QAT,2006-01-01,77.15,61593.67,84.08,2.70,1.75,,
2551,Romania,ROU,2006-01-01,72.16,5828.75,79.66,,1.82,0.45,
2552,Russian Federation,RUS,2006-01-01,66.73,6920.19,63.23,3.87,3.49,1.07,
2553,Rwanda,RWA,2006-01-01,56.39,336.94,49.72,,1.75,,605390000.0
2554,Saudi Arabia,SAU,2006-01-01,73.26,14826.92,74.41,5.89,7.85,0.04,24300000.0
2555,Sudan,SDN,2006-01-01,60.26,868.32,32.36,1.96,4.29,,2048440000.0
2556,Senegal,SEN,2006-01-01,61.05,808.29,57.86,4.77,1.59,,869360000.0
2557,Singapore,SGP,2006-01-01,80.14,33579.86,27.38,2.87,3.95,2.13,
2558,Solomon Islands,SLB,2006-01-01,65.93,950.05,93.12,,,,204640000.0
2559,Sierra Leone,SLE,2006-01-01,44.55,359.53,18.37,,1.49,,380340000.0
2560,El Salvador,SLV,2006-01-01,70.48,3108.59,62.21,3.01,0.77,,158700000.0
2561,San Marino,SMR,2006-01-01,82.18,49682.09,91.49,,,,
2562,Somalia,SOM,2006-01-01,52.68,,,,,,396170000.0
2563,Serbia,SRB,2006-01-01,73.39,4129.76,63.00,,2.30,0.47,1579590000.0
2564,South Sudan,SSD,2006-01-01,51.61,,,,,,
2565,Sao Tome and Principe,STP,2006-01-01,64.89,858.59,32.41,4.54,,,23060000.0
2566,Suriname,SUR,2006-01-01,69.16,5295.62,51.11,,,,64010000.0
2567,Slovak Republic,SVK,2006-01-01,74.20,13139.03,68.32,3.72,1.60,0.48,
2568,Slovenia,SVN,2006-01-01,78.09,19726.13,72.73,5.58,1.54,1.53,
2569,Sweden,SWE,2006-01-01,80.75,46256.47,81.13,6.41,1.33,3.50,
2570,Swaziland,SWZ,2006-01-01,46.24,2843.87,66.92,8.06,1.84,,34780000.0
2571,Sint Maarten (Dutch part),SXM,2006-01-01,,,,,,,
2572,Seychelles,SYC,2006-01-01,72.22,12014.40,92.73,4.77,1.41,,13710000.0
2573,Syrian Arab Republic,SYR,2006-01-01,74.43,1779.82,48.54,5.35,4.39,,19920000.0
2574,Turks and Caicos Islands,TCA,2006-01-01,,,,,,,-420000.0
2575,Chad,TCD,2006-01-01,48.23,712.05,33.99,,3.00,,290730000.0
2576,Togo,TGO,2006-01-01,54.93,384.29,40.64,3.66,,,79830000.0
2577,Thailand,THA,2006-01-01,72.53,3351.12,72.70,4.05,1.10,0.23,-217040000.0
2578,Tajikistan,TJK,2006-01-01,66.66,407.25,19.80,3.40,,0.11,241980000.0
2579,Turkmenistan,TKM,2006-01-01,64.53,2140.46,53.24,,,,41110000.0
2580,Timor-Leste,TLS,2006-01-01,65.05,459.15,67.48,,3.69,,209140000.0
2581,Tonga,TON,2006-01-01,71.59,2897.71,87.04,,,,21560000.0
2582,Trinidad and Tobago,TTO,2006-01-01,69.11,14096.00,49.71,,0.63,0.06,13390000.0
2583,Tunisia,TUN,2006-01-01,74.43,3371.61,52.35,6.44,1.45,0.68,436850000.0
2584,Turkey,TUR,2006-01-01,72.83,7727.27,68.34,2.86,2.52,0.58,569260000.0
2585,Tuvalu,TUV,2006-01-01,,2353.36,99.38,,,,15410000.0
2586,Tanzania,TZA,2006-01-01,56.83,475.91,69.40,3.27,0.79,,1887650000.0
2587,Uganda,UGA,2006-01-01,52.76,342.84,25.07,,2.20,0.30,1589230000.0
2588,Ukraine,UKR,2006-01-01,68.08,2303.02,60.77,6.21,2.77,0.95,484630000.0
2589,Uruguay,URY,2006-01-01,75.80,5877.88,64.85,2.88,2.06,0.37,23840000.0
2590,United States,USA,2006-01-01,77.69,46437.07,45.07,5.39,3.81,2.55,
2591,Uzbekistan,UZB,2006-01-01,67.44,654.28,44.69,,,,149760000.0
2592,St. Vincent and the Grenadines,VCT,2006-01-01,71.46,5608.20,81.98,,,,4800000.0
2593,"Venezuela, RB",VEN,2006-01-01,73.30,6740.24,45.81,3.67,1.63,,57690000.0
2594,British Virgin Islands,VGB,2006-01-01,,,,,,,
2595,Virgin Islands (U.S.),VIR,2006-01-01,78.62,41819.87,,,,,
2596,Vietnam,VNM,2006-01-01,74.31,796.67,34.96,,1.94,,1852320000.0
2597,Vanuatu,VUT,2006-01-01,69.64,2047.09,86.49,,,,49010000.0
2598,Samoa,WSM,2006-01-01,71.28,2793.54,83.94,,,,47140000.0
2599,Kosovo,XKX,2006-01-01,68.95,2371.66,,,,,
2600,"Yemen, Rep.",YEM,2006-01-01,61.72,904.61,31.59,,4.31,,287810000.0
2601,South Africa,ZAF,2006-01-01,51.61,5631.71,44.41,5.07,1.29,0.90,723240000.0
2602,Zambia,ZMB,2006-01-01,50.97,1030.32,45.13,,1.61,,1470270000.0
2603,Zimbabwe,ZWE,2006-01-01,42.81,414.68,20.66,,2.97,,278240000.0
2604,Aruba,ABW,2007-01-01,74.53,25921.54,,4.80,,,
2605,Afghanistan,AFG,2007-01-01,57.83,380.40,7.76,,2.24,,2147483647.0
2606,Angola,AGO,2007-01-01,49.44,3151.02,65.44,,3.36,,247670000.0
2607,Albania,ALB,2007-01-01,76.47,3603.01,43.07,3.27,1.82,0.09,308630000.0
2608,Andorra,AND,2007-01-01,,47255.96,72.39,2.07,,,
2609,United Arab Emirates,ARE,2007-01-01,76.11,42913.78,60.62,,3.28,,
2610,Argentina,ARG,2007-01-01,75.01,7193.68,58.25,3.90,0.79,0.40,85810000.0
2611,Armenia,ARM,2007-01-01,73.76,3080.97,48.72,3.02,3.04,0.21,351900000.0
2612,American Samoa,ASM,2007-01-01,,8980.38,,,,,
2613,Antigua and Barbuda,ATG,2007-01-01,74.80,15276.07,69.09,,,,4990000.0
2614,Australia,AUS,2007-01-01,81.29,40957.83,67.59,4.66,1.89,,
2615,Austria,AUT,2007-01-01,80.18,46586.65,74.76,5.18,0.91,2.43,
2616,Azerbaijan,AZE,2007-01-01,69.76,3851.44,19.24,2.55,2.86,0.17,226370000.0
2617,Burundi,BDI,2007-01-01,53.46,159.27,37.70,,3.41,0.20,480000000.0
2618,Belgium,BEL,2007-01-01,79.78,44403.83,75.15,5.85,1.09,1.84,
2619,Benin,BEN,2007-01-01,57.87,685.55,50.75,3.23,,,475300000.0
2620,Burkina Faso,BFA,2007-01-01,55.19,474.09,60.27,4.59,1.60,0.11,942710000.0
2621,Bangladesh,BGD,2007-01-01,68.86,543.08,35.29,2.20,0.00,,1512900000.0
2622,Bulgaria,BGR,2007-01-01,72.66,5932.90,58.20,3.65,2.31,0.43,
2623,Bahrain,BHR,2007-01-01,75.71,21167.62,70.98,2.58,2.96,,
2624,"Bahamas, The",BHS,2007-01-01,74.06,24306.14,44.96,,,,
2625,Bosnia and Herzegovina,BIH,2007-01-01,75.37,4108.00,63.73,,1.24,0.03,598570000.0
2626,Belarus,BLR,2007-01-01,70.21,4735.48,69.15,5.15,1.65,0.96,85430000.0
2627,Belize,BLZ,2007-01-01,69.45,4324.93,63.49,,1.07,,22210000.0
2628,Bermuda,BMU,2007-01-01,78.93,90849.59,,,,0.21,
2629,Bolivia,BOL,2007-01-01,64.69,1389.63,68.68,,1.69,,475810000.0
2630,Brazil,BRA,2007-01-01,72.41,7246.87,41.73,4.97,1.47,1.08,308760000.0
2631,Barbados,BRB,2007-01-01,74.36,16462.25,66.65,5.12,,,17510000.0
2632,Brunei Darussalam,BRN,2007-01-01,76.68,32707.70,87.96,,2.64,,
2633,Bhutan,BTN,2007-01-01,66.29,1755.16,87.08,,,,90940000.0
2634,Botswana,BWA,2007-01-01,59.07,5666.64,70.35,8.85,2.80,,105070000.0
2635,Central African Republic,CAF,2007-01-01,45.69,404.11,50.36,1.31,1.13,,176990000.0
2636,Canada,CAN,2007-01-01,80.54,44544.53,70.09,4.78,1.19,1.92,
2637,Switzerland,CHE,2007-01-01,81.74,63223.47,59.08,4.71,0.74,,
2638,Channel Islands,CHI,2007-01-01,79.41,73568.23,,,,,
2639,Chile,CHL,2007-01-01,79.31,10513.54,41.85,3.22,2.29,0.31,108680000.0
2640,China,CHN,2007-01-01,74.34,2695.37,46.93,,1.92,1.38,1457530000.0
2641,Cote d'Ivoire,CIV,2007-01-01,48.78,1078.54,22.51,4.26,1.59,,171080000.0
2642,Cameroon,CMR,2007-01-01,52.48,1070.95,22.41,3.37,1.45,,1929490000.0
2643,"Congo, Dem. Rep.",COD,2007-01-01,55.06,273.49,33.50,,1.25,0.14,1350840000.0
2644,"Congo, Rep.",COG,2007-01-01,55.80,2259.27,60.91,,2.00,,114860000.0
2645,Colombia,COL,2007-01-01,72.71,4674.21,72.59,4.06,3.27,0.18,726840000.0
2646,Comoros,COM,2007-01-01,60.71,712.12,56.85,,,,45050000.0
2647,Cabo Verde,CPV,2007-01-01,72.10,3145.65,78.72,5.41,0.52,,166050000.0
2648,Costa Rica,CRI,2007-01-01,78.33,6120.63,67.24,4.73,0.00,0.36,55160000.0
2649,Cuba,CUB,2007-01-01,78.45,5193.52,94.85,11.87,3.23,0.44,96550000.0
2650,Curacao,CUW,2007-01-01,75.36,,,,,,
2651,Cayman Islands,CYM,2007-01-01,,,,,,,
2652,Cyprus,CYP,2007-01-01,78.87,31386.63,42.59,6.35,1.68,0.40,
2653,Czech Republic,CZE,2007-01-01,76.72,18333.95,85.19,3.88,1.43,1.31,
2654,Germany,DEU,2007-01-01,79.53,41814.82,75.95,4.34,1.24,2.45,
2655,Djibouti,DJI,2007-01-01,58.83,1060.81,69.13,8.41,4.07,,112680000.0
2656,Dominica,DMA,2007-01-01,,5952.06,65.94,,,,19500000.0
2657,Denmark,DNK,2007-01-01,78.20,58487.05,84.40,7.61,1.31,2.51,
2658,Dominican Republic,DOM,2007-01-01,72.13,4647.32,45.87,2.05,0.63,,124220000.0
2659,Algeria,DZA,2007-01-01,72.90,3939.56,70.80,,2.92,,395010000.0
2660,Ecuador,ECU,2007-01-01,74.50,3590.71,25.37,,2.57,0.13,213960000.0
2661,"Egypt, Arab Rep.",EGY,2007-01-01,69.78,1681.31,41.34,3.68,2.50,0.26,1135120000.0
2662,Eritrea,ERI,2007-01-01,59.67,299.11,45.28,,,,158530000.0
2663,Spain,ESP,2007-01-01,80.87,32709.40,72.97,4.23,1.36,1.23,
2664,Estonia,EST,2007-01-01,72.81,16586.41,75.58,4.66,2.00,1.07,
2665,Ethiopia,ETH,2007-01-01,58.41,243.63,54.83,5.45,1.86,0.17,2147483647.0
2666,Finland,FIN,2007-01-01,79.26,48288.55,74.53,5.69,1.18,3.35,
2667,Fiji,FJI,2007-01-01,68.84,4079.23,74.65,5.85,2.22,,50880000.0
2668,France,FRA,2007-01-01,81.11,41600.58,77.69,5.45,2.28,2.02,
2669,Faroe Islands,FRO,2007-01-01,79.84,46878.12,,,,,
2670,"Micronesia, Fed. Sts.",FSM,2007-01-01,68.22,2435.20,92.87,,,,114950000.0
2671,Gabon,GAB,2007-01-01,60.39,8632.76,44.33,,,0.42,53210000.0
2672,United Kingdom,GBR,2007-01-01,79.45,49949.15,80.73,5.15,2.15,1.68,
2673,Georgia,GEO,2007-01-01,73.42,2492.13,17.75,2.70,9.16,,380700000.0
2674,Ghana,GHA,2007-01-01,59.64,1099.02,70.37,5.52,0.51,0.23,1162920000.0
2675,Gibraltar,GIB,2007-01-01,,,,,,,
2676,Guinea,GIN,2007-01-01,54.00,407.21,13.59,,,,227640000.0
2677,"Gambia, The",GMB,2007-01-01,58.57,519.95,59.07,1.31,0.57,,97200000.0
2678,Guinea-Bissau,GNB,2007-01-01,52.86,455.44,22.33,,,,123430000.0
2679,Equatorial Guinea,GNQ,2007-01-01,54.52,19633.16,72.99,,1.50,,31360000.0
2680,Greece,GRC,2007-01-01,79.44,28827.33,60.35,,2.68,0.58,
2681,Grenada,GRD,2007-01-01,71.84,7322.53,49.32,,,,23050000.0
2682,Greenland,GRL,2007-01-01,69.98,36070.92,,,,,
2683,Guatemala,GTM,2007-01-01,70.11,2472.39,33.08,3.04,0.40,0.07,450740000.0
2684,Guam,GUM,2007-01-01,77.31,27631.81,,,,,
2685,Guyana,GUY,2007-01-01,65.78,2334.02,72.61,3.75,1.43,,124120000.0
2686,"Hong Kong SAR, China",HKG,2007-01-01,82.33,30594.02,,3.45,,0.75,
2687,Honduras,HND,2007-01-01,71.86,1720.77,46.10,,0.78,,466350000.0
2688,Croatia,HRV,2007-01-01,75.71,13546.70,87.03,3.97,1.63,0.79,162910000.0
2689,Haiti,HTI,2007-01-01,59.98,615.82,23.87,,0.00,,701650000.0
2690,Hungary,HUN,2007-01-01,73.15,13842.61,67.26,5.18,1.28,0.96,
2691,Indonesia,IDN,2007-01-01,67.57,1860.62,36.35,3.04,0.77,,891010000.0
2692,Isle of Man,IMN,2007-01-01,,69414.12,,,,,
2693,India,IND,2007-01-01,65.30,1018.13,26.02,,2.42,0.79,1337100000.0
2694,Ireland,IRL,2007-01-01,79.64,61388.17,75.69,4.72,0.51,1.23,
2695,"Iran, Islamic Rep.",IRN,2007-01-01,72.67,4705.39,41.48,4.73,2.76,,103770000.0
2696,Iraq,IRQ,2007-01-01,68.20,3125.58,69.49,,2.19,0.05,2147483647.0
2697,Iceland,ISL,2007-01-01,81.45,68348.32,82.55,7.06,,2.58,
2698,Israel,ISR,2007-01-01,80.50,25008.60,61.89,5.48,6.68,4.41,
2699,Italy,ITA,2007-01-01,81.43,37698.79,76.49,4.12,1.63,1.13,
2700,Jamaica,JAM,2007-01-01,74.01,4741.58,52.03,5.49,0.65,,28080000.0
2701,Jordan,JOR,2007-01-01,72.96,2970.89,59.84,,6.03,,631510000.0
2702,Japan,JPN,2007-01-01,82.51,35275.23,81.41,3.46,0.90,3.46,
2703,Kazakhstan,KAZ,2007-01-01,66.50,6771.41,56.01,2.83,1.30,0.21,212120000.0
2704,Kenya,KEN,2007-01-01,55.70,857.93,39.16,,1.55,0.36,1323460000.0
2705,Kyrgyz Republic,KGZ,2007-01-01,67.90,721.77,51.36,6.47,3.06,0.23,275280000.0
2706,Cambodia,KHM,2007-01-01,64.55,629.28,35.29,1.60,0.91,,675900000.0
2707,Kiribati,KIR,2007-01-01,64.98,1357.65,83.47,,,,27390000.0
2708,St. Kitts and Nevis,KNA,2007-01-01,,13355.96,40.72,4.23,,,3440000.0
2709,"Korea, Rep.",KOR,2007-01-01,79.35,23101.51,54.78,3.95,2.47,3.00,
2710,Kuwait,KWT,2007-01-01,73.81,45159.34,78.72,,3.59,0.09,
2711,Lao PDR,LAO,2007-01-01,62.83,710.98,24.85,3.08,0.35,,397440000.0
2712,Lebanon,LBN,2007-01-01,77.62,6015.80,41.73,2.61,4.69,,978970000.0
2713,Liberia,LBR,2007-01-01,57.19,209.81,27.04,,0.47,,702020000.0
2714,Libya,LBY,2007-01-01,71.74,11219.43,66.56,,0.95,,19410000.0
2715,St. Lucia,LCA,2007-01-01,73.71,6761.99,43.74,,,,19440000.0
2716,Liechtenstein,LIE,2007-01-01,81.30,129866.49,,1.92,,,
2717,Sri Lanka,LKA,2007-01-01,74.19,1644.82,48.58,,3.26,,607960000.0
2718,Lesotho,LSO,2007-01-01,44.88,933.39,66.10,,2.18,,129290000.0
2719,Lithuania,LTU,2007-01-01,70.90,12297.92,72.98,4.59,1.11,0.80,
2720,Luxembourg,LUX,2007-01-01,79.38,104841.41,85.61,,0.57,1.61,
2721,Latvia,LVA,2007-01-01,71.02,14044.02,60.69,4.66,1.56,0.55,
